root,molecule,basis,omegaA,omegaB,omegaC,ijk,value
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.18,0.1,0.08,yzx,-2.991780573658266
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.18,0.1,0.08,yzy,2.3977500134275687e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.18,0.1,0.08,yzz,4.778153419593423e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.18,0.1,0.08,zxx,3.7951532672053645e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.18,0.1,0.08,zxy,-2.991780279866811
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.18,0.1,0.08,zxz,1.1400476864764642e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.18,0.1,0.08,zyx,-2.9917804504801406
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.18,0.1,0.08,zyy,3.99426312602813e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.18,0.1,0.08,zyz,1.5869967318060674e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.18,0.1,0.08,zzx,1.159053636179408e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.18,0.1,0.08,zzy,1.5357998828235964e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.18,0.1,0.08,zzz,6.71580822952933e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,xxx,2.5040958191446805e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,xxy,1.3118663035882605e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,xxz,2.184546316508218e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,xyx,1.3288809385114675e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,xyy,1.9458581250741958e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,xyz,-2.976303939495272
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,xzx,2.176960103406067e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,xzy,-2.976303942684752
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,xzz,1.815673129179629e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,yxx,1.6332292569476436e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,yxy,1.2241014110125903e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,yxz,-2.9763043795282926
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,yyx,1.2218406690855943e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,yyy,1.9437275819988997e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,yyz,2.3963616100353136e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,yzx,-2.9763042050028083
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,yzy,2.395166666113724e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,yzz,4.7665745572800233e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,zxx,3.780258194474584e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,zxy,-2.976304258245807
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,zxz,1.137842016163404e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,zyx,-2.9763040805307615
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,zyy,3.977944707633796e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,zyz,1.4451746088717243e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,zzx,1.1318631532031276e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,zzy,1.633402071377077e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.06,0.1,zzz,6.6885157838925124e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,xxx,2.5016411902001323e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,xxy,1.323610248071816e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,xxz,2.177598536823311e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,xyx,1.323610262060626e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,xyy,1.9224508540638396e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,xyz,-2.949932083067475
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,xzx,2.177598524388813e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,xzy,-2.9499320830679627
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,xzz,1.7925422226561238e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,yxx,1.6223287446770485e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,yxy,1.216014420712952e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,yxz,-2.949932514830423
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,yyx,1.2160144109429893e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,yyy,1.9426251403054096e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,yyz,2.39381925948301e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,yzx,-2.94993251483141
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,yzy,2.393819266810482e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,yzz,4.695053426040374e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,zxx,3.748574583628539e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,zxy,-2.9499323918693467
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,zxz,1.1291462329587887e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,zyx,-2.949932391869843
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,zyy,3.9455289053691445e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,zyz,1.497214572321326e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,zzx,1.129146250722357e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,zzy,1.4972144080083183e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.08,0.08,zzz,6.683199221146907e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,xxx,2.5040953999244664e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,xxy,1.328880808393329e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,xxz,2.1769601002974426e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,xyx,1.3118661692512745e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,xyy,1.9458577862341286e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,xyz,-2.9763039427057745
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,xzx,2.184546316952307e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,xzy,-2.97630393951726
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,xzz,1.8156727272788942e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,yxx,1.6332292738230336e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,yxy,1.221840527643181e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,yxz,-2.9763042050234203
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,yyx,1.2241012568026122e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,yyy,1.943727558906261e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,yyz,2.3951666395793936e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,yzx,-2.976304379550857
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,yzy,2.3963615656263926e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,yzz,4.7665737912261363e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,zxx,3.7802582362189696e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,zxy,-2.976304080551707
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,zxz,1.1318629278278536e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,zyx,-2.976304258267722
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,zyy,3.977944710520376e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,zyz,1.6334019514729903e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,zzx,1.137841807330453e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,zzy,1.445174508951652e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.16,0.1,0.06,zzz,6.688515789221583e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,xxx,2.5562027854419966e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,xxy,1.313805157443504e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,xxz,2.198120413021698e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,xyx,1.3492714877605394e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,xyy,1.9464109193290113e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,xyz,-2.978268142723977
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,xzx,2.215728347132462e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,xzy,-2.9782681467994294
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,xzz,1.8161904808966511e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,yxx,1.635053800574937e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,yxy,1.2631526808970506e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,yxz,-2.978268587918572
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,yyx,1.2297050422382938e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,yyy,1.9623179441374816e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,yyz,2.409278945791904e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,yzx,-2.9782684067454395
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,yzy,2.4368136883889946e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,yzz,4.76559209428018e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,zxx,3.7839822013552293e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,zxy,-2.9782684677849174
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,zxz,1.1775361939969642e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,zyx,-2.9782682825362494
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,zyy,3.981982484413393e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,zyz,1.4895214095478337e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,zzx,1.1389366235681209e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,zzy,1.6849568718058094e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.04,0.1,zzz,6.752621557915006e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,xxx,2.4742664650467816e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,xxy,1.3143178980712378e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,xxz,2.166067392339599e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,xyx,1.312683497234346e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,xyy,1.898617426832061e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,xyz,-2.92560629988668
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,xzx,2.1392898852390374e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,xzy,-2.925606300701148
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,xzz,1.7684909177084762e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,yxx,1.609982256844944e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,yxy,1.186135023312218e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,yxz,-2.925606735698535
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,yyx,1.2001968960895226e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,yyy,1.926550583508657e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,yyz,2.380380560218498e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,yzx,-2.925606727833565
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,yzy,2.3557348252101207e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,yzz,4.6540509135439834e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,zxx,3.721790444277673e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,zxy,-2.9256066146506856
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,zxz,1.0995348718179088e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,zyx,-2.925606605971205
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,zyy,3.917136285114253e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,zyz,1.3586573910373545e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,zzx,1.1124871310830287e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,zzy,1.4960737781954947e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.06,0.08,zzz,6.631808537882478e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,xxx,2.4742665010180076e-06
